"","city_name","lon","lat","flights.sum","type","cancelled.percent","delay.percent","nas_delay.percent","carrier_delay.percent","weather_delay.percent","security_delay.percent","late_aircraft_delay.percent"
"32","Bethel, AK",-161.7558334,60.7922222,919,"destination",0.029379760609358,0.128400435255713,0.0467899891186072,0.0359085963003264,0.00544069640914037,0,0.0217627856365615
"33","Billings, MT",-108.5006904,45.7832856,3669,"destination",0.00354319978195694,0.233578631779777,0.0673207958571818,0.0730444262741892,0.0098119378577269,0,0.0561460888525484
"34","Binghamton, NY",-75.9179738,42.0986867,874,"destination",0.022883295194508,0.260869565217391,0.0778032036613272,0.0823798627002288,0.0137299771167048,0,0.0846681922196796
"35","Birmingham, AL",-86.80249,33.5206608,13529,"destination",0.0175179244585705,0.355458644393525,0.0718456648680612,0.108729396112056,0.0141917362702343,0.000295661172296548,0.105107546751423
"36","Bismarck/Mandan, ND",-100.8895761,46.8266603,2907,"destination",0.0147918816649467,0.254557963536292,0.0853113175094599,0.0791193670450636,0.0120399036807706,0,0.0763673890608875
"37","Bloomington/Normal, IL",-88.9906312,40.5142026,2536,"destination",0.0157728706624606,0.271293375394322,0.082807570977918,0.097397476340694,0.013801261829653,0.000394321766561514,0.102917981072555
"38","Boise, ID",-116.2023137,43.6150186,17289,"destination",0.00439585863844063,0.32274856845393,0.066805483255249,0.0791832957371739,0.00607322575047718,0.000578402452426398,0.0980970559315171
"39","Boston, MA",-71.0588801,42.3600825,131545,"destination",0.0281500627161808,0.377969516135163,0.137443460412786,0.10869284275343,0.0110760576228667,0.000440913755748983,0.117860808088487
"40","Bozeman, MT",-111.0429339,45.6769979,5557,"destination",0.00467878351628577,0.269569911822926,0.0890768400215944,0.0791794133525283,0.0106172395177254,0.000179953212164837,0.0601043728630556
"41","Brainerd, MN",-94.2020084,46.3526733,636,"destination",0.0157232704402516,0.177672955974843,0.0455974842767296,0.0534591194968553,0.00786163522012579,0,0.0613207547169811
"42","Bristol/Johnson City/Kingsport, TN",-82.1888089,36.595141,2052,"destination",0.00925925925925926,0.288011695906433,0.0808966861598441,0.114035087719298,0.00925925925925926,0.000974658869395711,0.102826510721248
"43","Brownsville, TX",-97.4974838,25.9017472,1436,"destination",0.0313370473537604,0.185236768802228,0.0577994428969359,0.0564066852367688,0.0132311977715877,0.000696378830083565,0.0536211699164345
